Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
64405.649,8.005,7.879,6.12,42611.54,1420979.184,"65018 Mcdonald Dam
Hineston, FL 55892"
62485.901,6.13,7.237,3.29,32428.126,972670.8133,"Unit 2473 Box 7729
DPO AA 36548-9176"
84613.543,7.089,6.809,4.18,43480.7,1804243.86,"0559 Bryan Plains
Christinaburgh, KY 52933"
69616.214,5.35,7.401,6.38,14476.761,836883.5653,"9086 Sarah Pass Apt. 676
Padillamouth, AK 72972-4551"
68173.774,5.207,7.066,3.16,57699.958,1294647.589,"647 Michael Cliff Suite 122
Evanschester, NY 62341"
80431.036,5.475,6.323,4.05,34615.598,1300479.133,"35149 Dawson Valley
West Juliehaven, GU 84851-7166"
66098.571,5.876,6.587,2.13,28433.85,1040376.995,"USCGC Guzman
FPO AE 96158-4679"
63866.368,6.472,5.862,2.02,33288.958,1193253.801,"531 Peck Park
North Johnport, MA 11372"
76960.779,4.912,7.447,3.21,55375.668,1618127.607,"46521 Williams Mall
West Richard, OK 68233"
75595.702,5.012,6.69,3.4,30177.118,1113856.543,"61875 Sheila Branch Apt. 296
Stephanieshire, NY 63229-2478"
68214.141,6.833,7.62,5.29,37311.664,1706291.991,"2079 Little Flats Suite 920
East Stevenville, MA 36496"
50881.911,5.384,5.122,3.22,35777.295,658644.617,"294 Angela Common
Laurieshire, ME 68533-3663"
63780.998,6.687,7.769,5.02,35056.448,1168993.738,"940 Jones Roads Apt. 703
Ericport, CA 59316"
73193.436,5.307,5.116,4.08,35707.762,1123209.855,"26579 Janice Club
New Steven, VI 56204-3194"
73875.676,4.935,6.5,2.09,34332.421,915818.4531,"332 Cabrera Shoal Apt. 452
New John, WI 34660"
76402.505,4.574,6.405,3.24,30636.462,1134142.916,"USS Nixon
FPO AE 74737-2918"
76221.793,6.465,8.3,3.16,30324.191,1589765.497,"6557 David Corners Apt. 844
Cooperfurt, FL 23835-5841"
53630.317,3.446,7.048,3.06,43358.571,552585.3541,"42201 Brandon Brooks
East Justin, MT 68266"
70488.783,6.708,7.476,6.33,38326.003,1352917.177,"2412 Terrence Stream Apt. 340
East Juanland, AZ 60790"
76149.221,3.431,7.384,4.31,30532.992,1043281.29,"106 Scott Plain
North Audrey, AZ 04363-0913"
63748.242,6.251,8.536,6.21,47926.408,1589431.171,"26516 Tiffany Walk Suite 287
Gillside, AZ 62937"
73038.225,6.504,6.916,4.47,32508.91,1348883.321,"11766 Gallegos Falls Suite 762
Stevenbury, KY 91300"
76992.819,6.53,6.049,4.46,24874.035,1212440.29,"8188 Henry Gardens
Port Rogerberg, OK 27962-5231"
89510.916,5.863,8.216,6.48,29766.444,1580727.45,"10694 Amanda Orchard
Cassandraport, WI 70523"
70438.394,5.837,6.559,3.2,29990.625,1215288.49,"729 Singh Drives Suite 258
Roberttown, KS 39950"
64345.071,6.179,6.708,3.18,48621.169,1391788.849,"119 Thompson Place
Christinaton, DE 48205"
65901.477,5.998,8.104,6.35,32810.138,1127248.61,"Unit 5691 Box 8533
DPO AE 09658"
58858.022,7.033,7.471,5.24,23978.589,1234609.739,"USS Brown
FPO AE 78902-0715"
59716.583,5.078,4.461,2.01,49859.499,936234.3476,"73567 Daniel Ville Apt. 562
Vanessamouth, MP 12924-0251"
89112.703,6.567,8.015,3.46,29673.023,1852338.469,"2948 Andrews Cliffs Apt. 191
Jessicaview, GU 74128"
85522.891,6.021,9.024,4.37,49257.851,2009937.703,"494 Kathleen Route Apt. 078
East Tracichester, FM 41408"
50005.049,7.627,5.87,4.48,32614.777,828127.0276,"41386 Casey Mission Apt. 524
Leslieport, WY 14692"
71491.381,6.426,8.904,3.41,42631.837,1661119.501,"441 Bell Roads
Howardfurt, MN 15904"
65608.608,7.569,6.74,3.15,28774.427,1295901.454,"1039 Danielle Overpass Apt. 032
Smithville, SC 96125-9024"
65431.325,5.411,7.538,6.43,23365.445,989643.0314,"112 Jennifer Locks Suite 881
West Mark, VA 43382-8111"
81909.507,8.536,6.634,2,30777.97,1788515.818,"183 Brendan Trace Suite 990
Millerside, FL 28725"
82514.299,7.128,7.792,5.09,32252.144,1814855.155,"Unit 6643 Box 2423
DPO AA 82069"
72764.931,5.905,7.998,5.07,19595.964,1170705.166,"4903 Burgess Square
New Julie, NY 69102"
55288.837,6.194,8.345,6.41,31144.655,1090788.981,"386 Johnson Shoal Apt. 607
Lydiashire, OH 14525-4403"
59420.353,4.608,5.764,2.25,20691.479,440585.0294,"6441 Devin Cape Suite 400
East Donald, LA 54008"
59042.577,7.249,6.44,4.5,33182.436,1029439.234,"85315 Jason Junctions
Katherinestad, MH 96677-4715"
76650.59,3.413,7.015,6.08,36333.953,828120.955,"911 Bean Spurs
New John, MO 60974"
59912.824,6.744,5.806,2.02,38092.928,985283.8816,"9936 April Plain
South Robert, AR 47420-4991"
69544.128,5.296,6.144,4.29,27071.529,879062.5907,"2114 James Oval Apt. 035
Bryanburgh, AR 85968"
56588.237,4.932,5.23,4.32,38132.464,609402.7753,"1214 Dennis Skyway
East Pamelastad, HI 95893"
66269.513,6.827,8.192,3.26,18114.575,1168859.117,"13878 Lori Points
Butlerberg, AZ 93348-9767"
74890.936,6.961,6.999,2.3,25333.871,1307506.565,"186 Bradley Locks Suite 428
Mccannview, IL 91770"
71053.692,7.005,7.446,6.48,29359.205,1357250.571,"096 Thompson Land Apt. 282
Gutierrezside, MH 02278"
60721.096,6.441,6.942,4.2,29978.659,1181630.625,"793 Landry Mountain
South Shannon, PA 26333"
70204.386,6.365,6.495,4.11,38773.094,1294615.008,"035 Murray Greens Suite 071
North Richardstad, ND 69006-6808"
62347.251,4.46,7.408,5.42,37499.005,911656.1053,"953 Owens Brook
West Jonathan, AZ 20829"
73688.594,6.263,7.576,3.42,30994.8,1149327.656,"USNS Smith
FPO AA 61423-8670"
45685.25,5.342,8.094,5.02,30345.59,867714.3838,"708 Murray Motorway Suite 993
Adamhaven, FL 90718"
70689.364,5.865,6.463,3.29,21350.1,973068.557,"PSC 7179, Box 6714
APO AA 57159"
74510.79,5.83,7.93,5.19,9579.072,1084408.44,"0543 Michele Spring
Gouldville, ND 34180-6287"
98468.254,7.035,6.629,3.05,50676.312,2275455.306,"USNV Hoffman
FPO AA 45311-5701"
69275.047,6.131,6.25,2.5,40144.751,1233205.196,"31046 Aaron Ways
Bryantown, AL 26462"
65969.707,7.326,8.021,4.09,61772.757,1906024.636,"6609 Andrew Extension
Emilyland, MP 55694"
65897.662,6.155,6.52,3.01,49667.606,1412626.519,"474 Mckinney Underpass
Lake Andreaview, CA 16833"
72110.505,6.99,7.05,5.33,23411.946,1208761.056,"952 Richard Spring Apt. 574
Moniquemouth, WA 18628"
82069.661,5.491,6.368,2.38,47005.497,1710924.367,"547 Ashley Knoll Apt. 840
North Veronica, LA 13077-7129"
47422.746,5.892,5.337,2.16,42771.406,750119.7266,"08059 Bailey Fort
Sandovalland, NJ 68704"
71713.798,6.446,7.845,6.15,26861.133,1361828.848,"5672 Barton Port
Gonzalesborough, PR 77884"
42348.162,6.792,8.386,6.41,33609.695,904785.1632,"329 Duke Rest
South Juanport, GU 60058"
61393.05,4.386,7.867,6.33,44258.902,980141.2191,"PSC 0015, Box 2446
APO AP 94869-0746"
63783.531,5.68,6.43,2,32620.407,798254.2245,"2277 Cody Island
Lake Frank, NJ 80726-0483"
59803.154,6.714,6.909,4.05,30788.304,1026505.821,"5262 Dean Divide
Billyland, FL 74609"
92201.214,5.235,6.451,4.03,45452.28,1692335.964,"4931 Kristin Cape
Christineburgh, ND 06300"
75967.135,5.939,6.112,2.32,38897.092,1405505.244,"6395 Bruce Passage
New Michelle, AL 72494"
61300.281,5.764,7.111,3.35,33922.633,946182.0502,"1174 Jessica Mill Apt. 360
Port Mariafort, NV 90740"
77695.005,6.721,6.309,2.34,42122.535,1723775.014,"71136 Elizabeth Parks
Watkinsshire, NE 69474-2127"
66764.398,5.098,8.646,6.18,28467.211,1238406.19,"0748 Richard Lodge
East Mary, NM 61589-8091"
56734.157,6.508,7.573,6.45,35452.592,1317160.403,"243 Singh Course
Hodgeston, WA 03755"
66138.173,5.446,7.178,4.42,40675.798,1155752.745,"02787 Arthur Plain
Wernerbury, IL 60921"
48747.155,6.188,8.848,5.49,31266.902,1040086.664,"8172 West Gardens
Kevinshire, MD 69882"
73101.219,4.64,7.385,6.32,39998.463,1266947.264,"92604 Mcintyre Ridge
East Kelseyport, DE 66874-2943"
69248.808,5.645,6.7,3.5,57771.292,1422230.96,"1500 Brandon Green
South Julia, NM 84899"
49825.849,6.358,8.384,6.15,46399.81,1224778.623,"4405 Smith Harbor
Port Margaret, GU 67322"
67557.222,6.036,6.194,2.49,18468.814,973096.3582,"2713 Flynn Port
Bentleyshire, IN 06799-9053"
59047.803,4.954,7.534,3.36,26365.145,512252.8035,"0585 Lee Park Suite 358
Dannyland, DE 84315-4350"
60889.39,6.106,6.411,3.47,32997.639,906419.3179,"4199 Jasmine Burg
Deannafort, AL 94097-4514"
75409.224,4.858,7.327,3.32,33413.266,1114667.249,"771 Donna Ports
Davidville, NE 67388"
60770.074,6.696,6.982,2.07,38047.13,1278365.767,"1529 Mary Flats
East Amberberg, NY 70047-7365"
92106.804,6.306,6.751,4.1,32483.359,1720670.877,"50504 Mary Neck Suite 023
Johnberg, CO 27193-0079"
77256.683,6.316,7.377,4.35,31886.71,1534295.195,"737 Regina View Apt. 523
South Markberg, NE 49825"
69071.899,5.799,7.082,3.12,32106.895,1066040.789,"21685 Jake Pike
Geneshire, GU 25597-6641"
79817.666,6.019,8.074,5.41,31765.901,1428399.002,"PSC 3949, Box 6921
APO AE 76349"
85172.829,3.945,5.513,2.17,26018.016,855423.984,"422 Louis Road Suite 452
Heathermouth, VA 53491-4837"
63765.47,4.834,5.911,2.2,44863.715,853084.1522,"5595 Nguyen Shores
Watkinsbury, OH 29757-3635"
71028.176,3.896,6.624,2.5,43922.63,934610.3953,"3757 Price Rue
East Colin, MD 62622-8672"
82681.237,6.211,7.938,3.4,30054.862,1571781.593,"Unit 5870 Box 7773
DPO AA 32148"
49435.536,6.537,6.053,3.34,43441.996,927163.8119,"289 Becky Flats Apt. 257
West Kara, IL 19071-5078"
69139.683,6.531,6.795,4.49,29683.809,1227568.958,"458 David Gardens
South Russellside, MN 47598"
52642.48,3.921,7.164,4.46,50133.015,671802.0395,"39214 Jason Street
East Danielle, NY 02125"
88345.96,6.728,5.783,3.06,41216.264,1705918.18,"46067 Diane Shoal Suite 965
Lake Mark, VT 89656-1372"
70558.839,5.921,7.589,5.43,24867.498,1198915.943,"340 Savannah Rapid Apt. 911
New Chelseaville, SD 39482"
55242.589,5.922,7.875,4.29,48812.884,1230097.451,"USNS Martinez
FPO AP 84604"
50802.666,6.799,6.911,4.18,23725.783,764635.9979,"181 Peterson Vista
Gonzalezview, WY 90756-4263"
79700.743,6.159,8.669,6.38,31348.741,1553854.434,"429 Leslie Circle Apt. 738
Brookefort, OH 61661-9485"
68400.242,5.659,6.722,3.2,51988.704,1451930.631,"5116 Diamond Port Apt. 805
Petersonview, MT 95861"
59107.288,7.109,6.445,2.29,37556.107,1063491.81,"03274 Matthews Summit
North Lisa, AZ 80100-6646"
71650.459,6.54,6.573,4.03,33925.424,1226180.768,"0927 Sharon Island Apt. 806
Shannonfurt, IA 29955"
51168.429,7.512,7.083,3.1,30369.193,1220987.002,"041 Amanda Port
West Davidfurt, NE 83057-8557"
82635.339,6.404,7.069,6.48,33770.245,1480227.547,"4163 Brooke Village
Jonathanmouth, OK 18359"
76126.01,6.71,5.388,4.48,51054.516,1641873.966,"41652 Derek Islands Apt. 144
South Andrew, VT 91988"
83319.996,6.239,6.126,3.03,31552.544,1262963.861,"81551 Carla Drives
West Kaylastad, WY 42793-0307"
85468.531,4.74,7.023,5.43,46505.788,1444572.971,"30334 Maria Port Apt. 948
Averyshire, MS 98224"
81665.578,5.566,6.046,4.35,34753.883,1358983.47,"140 Castaneda Hills Suite 975
East Bethany, AR 46807-8183"
74385.138,3.613,6.079,2.07,20951.348,635530.8449,"895 Valerie Bypass Suite 510
Harrisonton, NH 97852"
86818.069,6,6.24,3.11,41440.434,1670183.168,"94173 Garcia Underpass Suite 047
South Richard, NJ 83173-9962"
63911.616,5.73,6.845,2.43,15576.445,841236.1676,"18224 Michael Island Suite 910
Port Danielburgh, AZ 34355"
84095.889,6.218,8.039,3.11,21330.989,1581865.559,"757 Daniel Fort
South Lori, NV 10326-1054"
58435.259,6.926,7.83,3.02,61205.815,1841495.508,"6511 Stacy Inlet Apt. 152
Kennethstad, PR 56385"
78229.555,5.765,6.309,4.16,60747.204,1891398.256,"744 Collins Extensions
Nicholasborough, MS 76961"
78160.308,6.94,7.932,5.43,39984.958,1832230.093,"49501 John Rapids
Buckborough, ID 73832"
72757.633,4.045,7.571,6.35,39088.399,1062095.468,"8954 Jenkins Isle
North Douglasfort, MO 52507"
48125.481,7.45,6.452,4.42,40090.908,970044.6656,"85920 Freeman Inlet Apt. 313
Robertsonstad, MI 36075-5741"
76883.487,7.387,7.44,3.04,26262.507,1528900.856,"549 Mccoy Forges Apt. 808
Rojasside, KY 46664"
69266.087,5.892,7.148,3.4,37180.5,1107159.781,"3505 Daniel Landing
Ariasland, SD 52630-5212"
71445.085,6.102,8.256,3.1,24318.53,1300031.23,"76586 Richard Lodge Apt. 408
Chandlerport, TX 40049"
77467.771,5.78,5.94,4.26,43628.955,1547737.002,"6234 Anderson Drives
North Madelineland, MN 85905-7927"
78578.343,3.242,8.101,4.19,35399.907,1248741.865,"72180 Valenzuela Rest
Robertsfort, VA 90251-7664"
58909.313,5.714,7.704,6.38,40865.818,1205568.367,"USS Ellis
FPO AA 53370-1758"
67270.84,4.614,7.35,4.5,33036.303,993637.0897,"USNS Gates
FPO AP 00484"
76908.237,6.105,8.181,4.4,51630.425,1813856.314,"765 John Falls Apt. 380
South Kathrynshire, IN 61674-7121"
81272.396,7.124,7.17,3.33,44406.456,1822438.42,"0479 Todd Prairie
New Kimberlybury, MH 04334"
72827.491,5.139,8.745,5.32,14931.27,1166925.146,"908 Solis Curve Apt. 755
Elizabethton, MN 84599-0578"
69396.358,4.843,6.301,4.17,34932.291,952439.6622,"791 Kim Row Apt. 381
East Jacobmouth, FM 47798"
75299.613,8.177,5.332,3.01,34129.242,1659100.124,"18940 Davis Point Suite 046
Melissahaven, LA 78621"
75258.781,6.721,5.589,4.32,37245.944,1181995.431,"2796 Anne Drive
North Kristinberg, AZ 79448"
71322.713,6.308,6.486,2.47,25948.644,1124042.948,"514 Soto Plain Apt. 353
Sarabury, IL 71896"
64429.985,6.437,7.479,3.31,39055.822,1219637.367,"42781 Herrera Court Apt. 072
North Ian, GU 91772-9544"
63797.579,5.69,7.306,4.38,26094.906,867082.8428,"34363 Joshua Ville Suite 813
Cochranchester, PR 09069-3135"
70333.46,5.759,6.531,4.05,44795.531,1385978.984,"PSC 1222, Box 3820
APO AP 48458"
49345.424,6.277,8.124,5.04,15113.587,725040.896,"2178 Kelli Estate Suite 805
South Nicholaschester, NY 47584-5955"
56073.892,6.577,6.959,4.4,64149.68,1409762.119,"95985 West Expressway Apt. 355
Edwardsstad, KS 99645"
68419.333,5.87,7.551,6.08,30464.257,1036704.691,"030 Curtis Summit
North Rebecca, MP 93095-5357"
69654.355,3.595,8.074,3.48,27022.759,717273.1853,"940 Kelsey Light Suite 026
Beckstad, GU 27370-7423"
96901.082,4.698,8.318,4.1,32824.797,1642478.736,"8054 Smith Underpass
Lake Brian, ID 44748-2012"
49160.304,5.078,7.993,6.13,28382.707,585440.4314,"927 Robert Isle Suite 381
New Karen, MD 94991-2002"
48498.14,5.128,8.737,3.04,30749.644,602209.575,"944 Emily Keys Apt. 888
New Markshire, CA 98115"
73112.848,6.677,6.937,2.41,32126.772,1340227.277,"833 Price Wells Apt. 828
Port Timothy, MS 28892-5598"
57190.758,5.593,8.399,4.19,45340.782,1430051.088,"948 Rush Row Apt. 811
West Brian, IN 80835-6955"
67775.546,5.049,7.845,3.17,38345.581,1101120.259,"8601 Tyler Shore Suite 395
Hoopermouth, OR 94949-4346"
52599.087,6.641,8.44,3.03,31590.385,897223.4347,"56740 Joshua Fort Apt. 838
New Jenniferhaven, IL 37913"
66655.966,6.377,6.969,4.35,36142.968,1409318.577,"900 Chase Mission
North Lisa, NY 95640-6024"
64635.458,5.168,7.607,3.38,37866.632,1226067.314,"9657 Russell Fords Apt. 246
Kennedymouth, CO 46084-1358"
87272.093,5.026,7.185,5.39,7522.333,910099.644,"20887 Kevin Estates
Amandamouth, LA 65867-3535"
77223.308,6.239,7.391,3.49,36454.299,1492009.563,"9753 Benjamin Extensions
Edwinberg, DC 77337"
74420.053,6.591,6.5,2.42,40250.887,1555806.042,"2856 Frank Pine
East Johnhaven, WV 12578-5561"
73611.689,4.756,7.767,4.23,38294.076,1487855.538,"827 Christina Divide
New Tanya, MO 26789-8710"
63320.138,6.401,7.959,3.44,22076.153,995144.1066,"4178 Jeffery Turnpike Suite 589
West Matthewburgh, MI 73155"
82383.029,6.768,5.005,4.36,28614.54,1151006.078,"403 Christina Point Suite 032
Christopherbury, VA 89556-8621"
93876.429,6.296,7.26,6.1,29096.519,1760880.448,"533 Marcus Isle
Port Andrewland, OH 79835"
62717.683,6.022,6.016,2.01,38535.667,1067000.349,"5750 Ford Extension
Stacyhaven, CT 82973-2072"
84366.445,4.406,7.42,6.12,48150.254,1430796.763,"1896 Jenkins Rue Apt. 467
Kylehaven, RI 92088"
77208.64,4.805,6.951,2.08,28550.481,981753.2384,"02802 Hahn Causeway
Lake Melissa, DC 18071-0272"
77177.447,3.97,5.801,3.1,52057.054,1102516.584,"4491 Giles Corners Suite 728
Mooreview, NJ 52329-7519"
80770.676,6.188,6.311,4.33,31518.008,1334377.307,"743 Patrick Ridge Apt. 072
Larryview, NE 78592-5823"
72915.04,5.467,7.129,5.06,42030.421,1395218.58,"4499 Tammy Pine
West Craig, MI 65307"
64826.865,5.592,7.155,3.29,36342.715,1227167.408,"3176 Mary Pass
Port Stephanieberg, ND 56793"
79575.25,5.234,5.86,2.11,43679.485,1315568.164,"978 Robles Knolls
Brewerborough, PW 55563-5751"
75302.111,6.295,8.483,6.4,33424.428,1643338.993,"219 Travis Avenue
Bushhaven, ME 65662"
76942.507,5.24,8.623,6.45,28717.961,1354417.563,"94779 Brenda Knoll Suite 885
Dunnmouth, MS 94475-9810"
70627.736,5.696,5.408,4.16,41602.024,1273868.064,"6892 Wallace Run Apt. 814
South Donshire, MD 97169"
65081.584,5.434,9.213,5.14,37594.493,1343824.215,"6628 Katherine Meadows Suite 009
Port Brittanyside, CT 81118"
72752.216,5.204,5.578,2.03,29034.32,692229.4655,"USNV Clark
FPO AA 65570-1981"
72099.665,5.546,6.467,3.41,36902.145,1411054.317,"636 Smith Greens
Alexland, AK 05521"
51747.915,6.649,6.213,4.41,29749.623,832475.189,"908 Cruz Mill
Blanchardmouth, PA 23824"
56815.743,6.914,5.408,2.01,35516.41,1076334.103,"6142 Escobar Harbor Suite 967
Michaelview, AS 63065-8757"
60584.414,6.565,7.452,3.44,46635.77,1309829.936,"543 Sara Garden
Crystalshire, NE 46964-3440"
80238.585,4.991,7.017,3.22,34271.102,1130844.029,"9419 Sanders Loaf Apt. 390
South Davidchester, MP 66624-2587"
60062.696,4.169,7.384,3.24,45347.932,784503.3579,"0612 Erin Fort Apt. 991
Davidton, RI 02859"
76339.623,5.219,8.185,3.32,45735.187,1378399.109,"99129 Kevin Hollow
Donnamouth, UT 61678-5704"
60319.432,6.664,7.248,4.38,33337.765,983537.5108,"388 Wilkerson Mills Suite 408
Leeberg, RI 43961-2060"
91083.569,5.555,7.129,5.47,41734.833,1737981.53,"9790 Laura Trafficway Suite 464
Alexisside, LA 24093"
73327.765,5.486,7.387,5.28,41378.877,1314359.454,"058 Anthony Port
Christopherstad, SC 07665-9037"
54236.696,5.644,8.473,3.27,65857.933,1372969.311,"20665 David Well
Phillipsshire, WV 17695"
54726.703,5.684,6.925,4.41,38582.558,998855.5799,"18815 Denise Heights
Port Matthew, TX 85582"
61247.332,6.083,6.919,2.04,61075.602,1473540.76,"21942 Robert Ranch Suite 773
Port Sonia, MO 99587-6354"
74551.973,6.893,7.505,6.18,44843.196,1816217.007,"9875 Moore View Apt. 474
New Joseph, MH 70496"
56962.448,6.349,6.056,3.16,43181.513,1127082.199,"0743 Reed Lakes Suite 463
Vincentfurt, MS 65562-5283"
59665.573,6.693,7.378,3.14,48128.957,1427832.121,"USNS Dyer
FPO AP 88305-9187"
72353.581,4.679,7.594,6.06,15395.06,959243.6084,"912 Donna Junctions
Vaughanview, OR 53056"
55101.855,5.049,8.522,5.32,41219.321,1202452.728,"584 Grant Knoll
Tracyville, MS 25650"
62472.159,6.705,7.665,6.48,37618.677,1463442.908,"630 Holmes Forest Suite 327
Andersontown, CO 15518-2545"
79020.647,4.216,6.256,2.02,34405.482,1120851.519,"46937 Turner Skyway Suite 520
Deanstad, AK 34864"
56402.543,3.145,8.075,5.23,29689.696,696467.1699,"97355 James Tunnel
Salinasstad, VT 17324-5801"
61056.145,4.144,8.46,5.03,18606.659,631656.4746,"47560 Nichols Corners
Onealmouth, DC 36119"
55558.466,6.792,7.197,6.11,56250.464,1366988.235,"0259 Adams Lodge Apt. 351
Sheriberg, HI 10612-0102"
89760.918,6.081,7.002,6.06,54061.259,1919053.527,"25908 Jennifer Views Apt. 583
East Nicholasburgh, MI 59539"
55529.907,6.822,9.025,4.05,45008.242,1460341.011,"10469 Stacey Plaza Suite 263
Arnoldshire, AZ 57893-5832"
75534.279,4.545,7.096,6.46,27730.749,935488.6065,"43020 Owens Glen Apt. 024
Marychester, SC 97268"
73265.999,4.668,5.708,4.12,30667.235,896246.1462,"925 Valenzuela Cliff Apt. 431
East Adrian, MT 52071-0639"
61611.752,5.994,7.009,3.34,18947.558,894203.5715,"066 Eric Stream
East Ashley, MA 15550-6377"
66790.96,5.556,7.373,6.22,47064.023,1353729.533,"39369 Beck Curve Suite 178
Kimberg, VT 29232"
69604.522,5.488,7.726,4.34,41785.911,1496177.416,"88372 Oneal Inlet Apt. 473
New Brandonfort, DC 34662-5333"
43241.982,6.435,6.699,2.39,29478.531,629657.6133,"860 Graham Meadows Suite 412
East Kristenburgh, UT 74487"
51510.699,5.638,6.656,4.45,31773.289,549167.9399,"06398 Adrian Forge Suite 341
North Charleschester, IA 99755"
80315.493,7.056,5.124,3.45,39733.598,1737582.283,"17480 Joshua Spring Suite 624
Port Mary, CO 02102"
65483.255,7.533,7.038,4.05,33303.473,1247281.698,"8362 Hudson Village Apt. 954
Goodmanbury, OH 71913"
92735.997,6.064,6.848,4.36,47376.47,1779898.996,"8049 Michele Gardens Suite 331
Michaelview, UT 38230-9272"
62678.335,5.125,6.471,3.45,44965.312,1032663.003,"89517 Troy Viaduct Suite 715
Port James, LA 69221-4243"
86583.934,6.096,7.128,5.16,45514.148,1815809.621,"583 Turner Harbor
Port Nicole, TX 75903-5950"
62369.713,6.704,6.545,2.24,47224.759,1387114.42,"107 Mcdonald Islands
West Tony, NY 69365"
55624.671,7.47,6.863,3.18,45644.243,1262012.926,"3924 Carter Mission
West Julie, PA 05439-6091"
63421.904,7.595,8.778,3.09,11511.387,1432318.47,"6295 Felicia Squares
Lake Natashashire, NE 10973"
77521.057,6.445,7.078,5.43,32624.647,1501622.125,"09839 Jonathan Harbor
Stevenside, IL 72187"
73370.474,5.914,5.835,4.42,47740.763,1275676.981,"066 Harding Parkways Apt. 630
Port Maureenton, AK 70008-1762"
82768.614,7.135,7.057,4.2,23581.386,1476989.184,"5989 Garner Crossroad
Russomouth, AR 83930"
68368.037,5.831,7.061,5.13,22033.117,796289.3069,"652 Watson Path Suite 152
Melindabury, OK 63979-5988"
67041.968,6.021,5.347,3.39,15633.099,707345.0624,"71769 Sutton Club Suite 330
Clinefurt, HI 85853-2402"
55507.313,7.146,8.061,6.22,44669.456,1318231.418,"93686 Moore Manors Apt. 987
Tiffanyfort, FM 47355"
43795.308,6.452,7.881,6.5,48114.024,1020861.337,"36191 Gregory Estates Apt. 886
West Karen, MH 34042"
67754.687,5.18,7.591,5.23,51905.89,1527691.701,"9235 Russell Mount
East Patrickborough, KY 41599"
78088.223,5.183,8.363,3.33,33389.764,1536234.709,"2399 Beth Parkways
Michellefort, KS 95918"
67909.383,7.52,6.51,4.03,36742.343,1482123.625,"57071 Craig Radial Apt. 853
Cookfurt, ID 84624"
51967.236,5.593,7.106,5.1,21454.199,657169.3042,"USNS Johnson
FPO AP 84758-0245"
81707.236,5.215,6.558,4.49,37968.888,1390200.224,"PSC 1698, Box 7149
APO AA 62613"
59865.769,4.64,6.389,4.21,30905.015,613788.322,"3823 Fischer Fork
Port Joshua, ND 21648"
61544.583,2.923,7.792,3.01,30699.386,677772.3453,"687 Leslie Mall
North Jayhaven, LA 83023"
80228.599,5.06,8.767,3.29,27255.251,1535946.643,"PSC 7102, Box 1708
APO AA 74372-2883"
60865.397,5.491,6.23,4.46,43351.373,990004.7306,"107 Chelsea Mountains
Lopezmouth, OR 00850"
59866.948,5.87,5.899,4.16,32064.597,1039380.722,"179 Larsen Oval
New Matthew, DC 48602-6064"
64769.645,4.215,7.696,4.16,43510.94,1107286.973,"135 Acosta Isle
West Judith, IN 13641"
89286.083,5.407,6.797,2.45,26176.766,1340909.799,"8654 Benjamin Harbors Suite 759
South Jenniferland, KY 77429-0386"
83373.012,6.604,7.419,5.36,25663.229,1335883.831,"622 Justin Valley
Duncanside, MI 86995-3102"
59278.946,5.945,8.848,3.16,12351.72,1015010.538,"47608 Becky Shores Apt. 271
Fernandezshire, AK 19986-5072"
71232.914,4.236,5.8,2.07,31088.89,676979.7154,"9450 Smith Path Suite 035
Chapmanburgh, NM 22261-2035"
72102.557,5.785,5.847,2.38,41409.169,1110114.22,"24297 Perez Pine
Brendatown, AZ 78809-0999"
80528.498,5.643,8.56,5.3,37717.254,1641030.478,"8286 Jennifer Prairie
Lake Georgemouth, OH 74433"
54051.025,5.366,7.654,3.21,27822.496,914378.3344,"PSC 6223, Box 3745
APO AA 82126"
66465.366,5.624,7.08,6.21,41130.091,1258563.859,"4440 Dennis Green Apt. 666
Barryport, CT 36310-7179"
70085.948,4.436,7.131,5.22,51446.692,1440909.001,"414 Todd Springs
Port Shannon, AS 60277"
75475.507,6.207,7.602,6.4,47447.876,1624137.595,"65108 Williams Crescent Apt. 503
Frankshire, VI 46982-4576"
88824.505,7.675,6.7,4.06,28715.699,1869886.305,"64639 Kristin Locks Suite 724
Derekberg, KY 77496-9751"
65948.918,4.007,8.854,3.1,41260.917,1302748.858,"6541 Howard Mills
Smithton, AL 96745"
68219.515,5.678,8.221,6.22,42342.578,1429529.63,"0029 Melinda Neck Apt. 591
Lake Gregoryshire, HI 60267"
74881.064,5.269,7.395,3.17,23526.498,1023162.953,"7578 Watson Junction Apt. 456
New Stevenstad, UT 73434-4974"
59886.419,3.443,5.725,3.5,54546.827,673571.346,"USS Hunt
FPO AA 46601"
75291.064,5.387,7.295,4.06,48224.139,1657667.332,"74152 Lauren Ferry
North Robertton, AS 43153"
69350.793,6.91,8.288,4.29,36779.059,1392083.818,"USNV Cortez
FPO AE 36896-5919"
79687.762,6.01,7.337,6.09,20867.67,1360100.719,"932 Schwartz Park Suite 892
South Brian, CT 50166"
61679.171,6.353,7.112,5.41,34867.985,1103021.383,"PSC 7611, Box 8172
APO AE 25615-0900"
77527.541,6.462,5.866,4,41812.802,1322914.051,"165 Hawkins Estate Suite 143
Toddport, MN 31095"
65010.553,6.3,7.53,6.32,34706.867,1305185.545,"743 William Mount Suite 503
West Kimberly, MS 27914"
